id,sitio+variante,Espesor_1,Espesor_2,Espesor_3,col1,col2,col3,col4
9662,sitio2_variante9662,1.751447545607856,21.47337490253225,41.37851939666847,30.0,70.0,120.0,150.0
9663,sitio2_variante9663,1.8959213669437074,9.106974571693797,61.12656526445533,30.0,80.0,90.0,160.0
9664,sitio2_variante9664,3.02239400461799,11.280432729838445,46.435392875372,40.0,50.0,100.0,130.0
9665,sitio2_variante9665,2.2505298713797655,10.46540353751282,42.417842474632145,40.0,70.0,120.0,150.0
9666,sitio2_variante9666,2.065991161435231,8.427234536226173,42.69773304974323,20.0,60.0,100.0,150.0
9667,sitio2_variante9667,3.2069342083959382,7.404135903228661,65.85485850917901,10.0,80.0,120.0,140.0
9668,sitio2_variante9668,1.7713116745017552,12.167890644486668,32.03971055225002,20.0,80.0,110.0,130.0
9669,sitio2_variante9669,3.1700241657995596,6.175717412479413,49.29571469495124,10.0,70.0,90.0,160.0
9670,sitio2_variante9670,2.4922363202408864,7.260947429040867,39.13273673437677,20.0,60.0,90.0,150.0
9671,sitio2_variante9671,3.184364099170216,16.709134629542973,56.6319773761942,20.0,60.0,120.0,130.0
9672,sitio2_variante9672,1.4492314127033794,12.35667189825432,37.384429091643064,40.0,50.0,120.0,150.0
9673,sitio2_variante9673,3.016698321991015,22.904786320550876,37.51309153314198,10.0,50.0,110.0,130.0
9674,sitio2_variante9674,2.869770662691239,5.8613548041293875,62.022243451455935,40.0,80.0,120.0,160.0
9675,sitio2_variante9675,1.3743956791631642,14.803838355444014,47.26413197635914,20.0,60.0,90.0,140.0
9676,sitio2_variante9676,1.5300644099322604,10.71074305605105,61.421915498759304,10.0,60.0,90.0,130.0
9677,sitio2_variante9677,1.9222648567922878,15.933975425400966,36.64647147143231,10.0,80.0,120.0,130.0
9678,sitio2_variante9678,3.4778846292965975,14.297486368417541,48.446065056584345,20.0,50.0,120.0,150.0
9679,sitio2_variante9679,1.5553817366291003,13.304580942143675,44.31393247296544,30.0,60.0,100.0,160.0
9680,sitio2_variante9680,2.1267210121045577,5.51760001703339,61.50922070492459,30.0,70.0,100.0,140.0
9681,sitio2_variante9681,2.066665479653926,13.920923691007461,32.10636950785563,40.0,50.0,90.0,150.0
9682,sitio2_variante9682,2.3784959080578676,5.711499645302768,45.071972190586415,10.0,70.0,90.0,150.0
9683,sitio2_variante9683,3.1202622716674355,14.44219897274797,35.24466721185837,10.0,70.0,100.0,130.0
9684,sitio2_variante9684,3.361313308292079,15.369504809487042,36.06651346572323,10.0,50.0,90.0,140.0
9685,sitio2_variante9685,2.3217701956477512,21.93358774752727,65.17249712270396,30.0,60.0,90.0,130.0
9686,sitio2_variante9686,1.7707182369128103,21.34896391170803,58.63574665999692,20.0,80.0,110.0,130.0
9687,sitio2_variante9687,3.2675520103780493,14.516589221346656,38.86661667359566,40.0,80.0,110.0,150.0
9688,sitio2_variante9688,2.2720380524920087,17.586241396432335,62.85209227555743,20.0,60.0,90.0,130.0
9689,sitio2_variante9689,3.4633827840573295,21.926261262414574,62.530488197661796,40.0,50.0,90.0,140.0
9690,sitio2_variante9690,2.4235465871279747,12.370052167503971,35.096547913066665,10.0,60.0,110.0,160.0
9691,sitio2_variante9691,1.3240939696652554,21.312132371201418,32.3574060182577,40.0,50.0,120.0,130.0
9692,sitio2_variante9692,1.9143206093445873,7.587232997068279,65.46355720865637,30.0,50.0,120.0,140.0
9693,sitio2_variante9693,2.5579604855909146,9.463428973032693,33.710689798510096,20.0,50.0,90.0,160.0
9694,sitio2_variante9694,2.7062565562895675,4.833395420159754,55.21808846087666,10.0,60.0,120.0,160.0
9695,sitio2_variante9695,2.966346857006382,17.16444049993017,40.08212279160946,10.0,70.0,110.0,130.0
9696,sitio2_variante9696,1.9218477821985085,13.220984587751776,56.643742119160116,20.0,50.0,100.0,140.0
9697,sitio2_variante9697,3.0013064426958573,18.592912327278526,57.73503348116123,20.0,80.0,90.0,150.0
9698,sitio2_variante9698,2.7498323250323558,11.16308514595988,47.60633640998559,30.0,80.0,90.0,150.0
9699,sitio2_variante9699,1.425158259061031,19.34597453038763,32.60934878152987,10.0,50.0,110.0,130.0
9700,sitio2_variante9700,1.5940389617508919,6.797768286497032,35.320467839497546,40.0,70.0,100.0,130.0
9701,sitio2_variante9701,2.236349284898834,15.715866829986844,44.97633939202389,30.0,60.0,100.0,150.0
9702,sitio2_variante9702,2.892465172483389,22.889980257420017,47.884558544504515,10.0,70.0,100.0,130.0
9703,sitio2_variante9703,2.071726948645427,14.564652216287788,32.7119648303274,20.0,70.0,100.0,140.0
9704,sitio2_variante9704,2.250744435952547,21.124124960195157,59.890559711312136,40.0,80.0,110.0,160.0
9705,sitio2_variante9705,2.1292922959493406,18.59183772732292,50.348193716391805,10.0,70.0,110.0,160.0
9706,sitio2_variante9706,2.229068545000344,14.602475458404276,56.726684811283704,30.0,70.0,120.0,150.0
9707,sitio2_variante9707,1.810495327339214,21.183534481604852,41.957316375206375,40.0,50.0,100.0,150.0
9708,sitio2_variante9708,2.444673691311781,21.53232588955567,38.2581032608262,10.0,60.0,90.0,140.0
9709,sitio2_variante9709,3.467521887182084,17.05134340795444,59.05534918703267,30.0,80.0,110.0,140.0
9710,sitio2_variante9710,2.635344200694048,19.53377053058653,58.340579054674365,10.0,50.0,90.0,130.0
9711,sitio2_variante9711,2.2746869256858364,21.01450993578392,62.453528737121474,30.0,70.0,110.0,130.0
9712,sitio2_variante9712,1.5565526955253244,4.917438712915926,54.746957720849636,10.0,60.0,100.0,160.0
9713,sitio2_variante9713,2.5783545223559616,11.64720570260357,63.544395082793955,20.0,60.0,90.0,150.0
9714,sitio2_variante9714,1.5671137759279616,19.555726827300827,59.10295847422141,20.0,50.0,100.0,140.0
9715,sitio2_variante9715,1.892103558865644,6.07555655320726,58.039421793699134,20.0,50.0,90.0,160.0
9716,sitio2_variante9716,3.469614523034039,18.99365533159223,34.75060591538918,20.0,50.0,100.0,160.0
9717,sitio2_variante9717,2.240434630797656,6.6865786104480796,52.977805103562666,30.0,80.0,100.0,160.0
9718,sitio2_variante9718,3.216860153993542,7.796190159322943,53.511918587759524,10.0,50.0,90.0,150.0
9719,sitio2_variante9719,2.4735603648930233,11.424366478707242,35.378943240297296,10.0,80.0,120.0,150.0
9720,sitio2_variante9720,2.478931117916655,5.233725248463586,34.606019187962396,10.0,80.0,120.0,130.0
9721,sitio2_variante9721,1.6527421070381296,5.092591816499438,41.85216137747295,40.0,60.0,120.0,140.0
9722,sitio2_variante9722,3.2102499173417884,8.79135546489483,41.20291912389664,20.0,50.0,90.0,160.0
9723,sitio2_variante9723,1.6259453059061553,21.636261361864,56.84382651954857,10.0,70.0,100.0,140.0
9724,sitio2_variante9724,3.00248952515124,17.1959620517248,59.24502933000733,40.0,70.0,120.0,130.0
9725,sitio2_variante9725,1.5850975251755797,6.497983269019789,47.17992048353805,30.0,60.0,90.0,160.0
9726,sitio2_variante9726,1.4112558528950163,11.051688463420708,53.64613575562149,20.0,80.0,110.0,140.0
9727,sitio2_variante9727,1.7762060870107403,15.82103214952078,63.90300439528505,40.0,70.0,110.0,140.0
9728,sitio2_variante9728,2.018266952866487,13.98964559309629,44.17506821129635,30.0,70.0,100.0,150.0
9729,sitio2_variante9729,3.072992573667965,21.013799822960422,59.972111193502286,10.0,80.0,110.0,160.0
9730,sitio2_variante9730,1.8658357010688995,19.098159931761373,43.26204435124143,40.0,50.0,110.0,150.0
9731,sitio2_variante9731,1.473127532364956,17.546792688076643,45.72177158734279,40.0,60.0,120.0,140.0
9732,sitio2_variante9732,2.1089778930271668,22.729054198525628,39.00688681180505,20.0,70.0,120.0,150.0
9733,sitio2_variante9733,2.499031685074626,7.331014247284884,34.491891892115305,30.0,60.0,120.0,130.0
9734,sitio2_variante9734,1.7753970769261735,20.715786979094265,47.708160451827695,20.0,60.0,100.0,160.0
9735,sitio2_variante9735,3.381042212606838,21.794006349840704,42.61913996168184,20.0,80.0,90.0,140.0
9736,sitio2_variante9736,2.390605169582616,19.001616285032732,50.37685203406217,40.0,70.0,120.0,150.0
9737,sitio2_variante9737,3.1929388255478006,9.6657975237527,42.176285527074484,10.0,60.0,120.0,150.0
9738,sitio2_variante9738,1.545736624869111,21.00149940950786,47.242394551954845,30.0,60.0,100.0,130.0
9739,sitio2_variante9739,2.76042376470807,22.33404783626818,54.966335969235004,30.0,70.0,110.0,150.0
9740,sitio2_variante9740,2.345341424427456,7.727279615021294,37.177666432206614,40.0,70.0,90.0,130.0
9741,sitio2_variante9741,1.801183832071945,9.750681076502305,54.54331579193703,30.0,70.0,90.0,130.0
9742,sitio2_variante9742,2.7095981738107735,19.472189211979483,51.54834923409244,10.0,50.0,120.0,150.0
9743,sitio2_variante9743,3.359770677917904,20.348885735329763,43.87931147015256,40.0,70.0,110.0,140.0
9744,sitio2_variante9744,2.8133790433474304,8.394422505703165,32.74044648341155,20.0,80.0,120.0,150.0
9745,sitio2_variante9745,3.045208835298955,10.888924523932726,32.901091505295575,40.0,80.0,110.0,160.0
9746,sitio2_variante9746,2.885750176313598,16.480669443684384,45.1879202543326,10.0,70.0,110.0,130.0
9747,sitio2_variante9747,2.2223078594127945,8.723089758114881,55.96058942311406,30.0,60.0,120.0,150.0
9748,sitio2_variante9748,2.6470329359085305,20.452808906116516,56.08688224343247,10.0,60.0,100.0,160.0
9749,sitio2_variante9749,2.1731075775835094,12.536074187316775,37.592325807679565,20.0,80.0,110.0,150.0
9750,sitio2_variante9750,1.8272520257012972,10.958093092954732,40.423693783907865,40.0,50.0,90.0,160.0
9751,sitio2_variante9751,2.5402103635523865,9.389167375185348,49.20456453308536,30.0,50.0,100.0,150.0
9752,sitio2_variante9752,1.4444268906046953,18.213212448286395,34.459435917228355,30.0,60.0,110.0,160.0
9753,sitio2_variante9753,1.458969503120477,20.077985134751128,44.66987857248816,10.0,80.0,110.0,130.0
9754,sitio2_variante9754,3.33160319692266,9.513878025642537,38.913506984157536,10.0,70.0,110.0,130.0
9755,sitio2_variante9755,2.3030368638732845,19.017169247492873,51.07550823427625,10.0,50.0,110.0,130.0
9756,sitio2_variante9756,2.119811780472002,7.366105330276762,45.133310018815784,20.0,50.0,110.0,150.0
9757,sitio2_variante9757,2.3462705433343585,21.35331693774196,49.3379428458451,30.0,50.0,90.0,150.0
9758,sitio2_variante9758,2.1858482037705156,11.07991230642585,39.95854212746917,20.0,60.0,90.0,150.0
9759,sitio2_variante9759,2.688482594365313,11.633172780588426,52.78290431961621,30.0,60.0,110.0,140.0
9760,sitio2_variante9760,2.9441475429036497,6.63083590251893,41.469134284727744,10.0,50.0,120.0,130.0
9761,sitio2_variante9761,2.963698846082683,14.138954621530429,65.69914068709541,30.0,80.0,100.0,150.0
9762,sitio2_variante9762,2.346785532049516,21.5278852224767,63.26046278731962,10.0,70.0,120.0,160.0
9763,sitio2_variante9763,3.1739159418626786,7.187841424024113,57.837544419526346,10.0,60.0,110.0,140.0
9764,sitio2_variante9764,3.4742562665274974,5.067354160111314,55.91095256739226,30.0,80.0,120.0,160.0
9765,sitio2_variante9765,3.2392589984540217,6.358879023858659,50.0892132023004,20.0,80.0,90.0,160.0
9766,sitio2_variante9766,2.1452689966551346,13.715623820556646,41.36185410777215,30.0,80.0,90.0,160.0
9767,sitio2_variante9767,1.3867641301711866,16.302107941685165,40.13463458373326,10.0,50.0,100.0,140.0
9768,sitio2_variante9768,2.0449059783298846,22.1790394023511,38.89027246323172,20.0,50.0,90.0,160.0
9769,sitio2_variante9769,2.043715191691113,18.114356836662765,59.796955120333415,30.0,80.0,110.0,160.0
9770,sitio2_variante9770,3.0194065573205338,13.090831392289994,39.02377178369188,20.0,80.0,100.0,160.0
9771,sitio2_variante9771,2.9327030487792003,18.920110339040022,46.79201053473782,30.0,70.0,120.0,140.0
9772,sitio2_variante9772,2.0276758214321564,6.721335728803018,32.394285657713915,10.0,60.0,120.0,150.0
9773,sitio2_variante9773,2.6611820213190924,22.08517857275399,65.68618996015584,10.0,70.0,110.0,160.0
9774,sitio2_variante9774,1.553828550421136,5.822203647807101,64.5762778949591,20.0,70.0,120.0,130.0
9775,sitio2_variante9775,1.7234274755021814,19.405657055515753,56.1443561459797,10.0,80.0,90.0,150.0
9776,sitio2_variante9776,2.8293316177810617,12.049091922726085,45.07215932580679,20.0,80.0,120.0,130.0
9777,sitio2_variante9777,1.7993926387660562,17.249174663928173,38.512635039769194,30.0,50.0,100.0,160.0
9778,sitio2_variante9778,2.6807830238917045,18.632238583908148,46.56778481170339,40.0,70.0,90.0,140.0
9779,sitio2_variante9779,1.807159495006029,12.460308188506588,46.0139495848822,30.0,70.0,90.0,140.0
9780,sitio2_variante9780,1.8679653606429625,8.299458690607835,47.631320434081495,20.0,80.0,110.0,150.0
9781,sitio2_variante9781,2.8363697992987795,16.929181964533093,60.38042480385806,20.0,50.0,100.0,140.0
9782,sitio2_variante9782,1.6892346798612825,11.557816993803272,60.77569762667325,10.0,50.0,110.0,140.0
9783,sitio2_variante9783,1.763425047106852,4.86438167408823,46.17399360202711,40.0,80.0,90.0,160.0
9784,sitio2_variante9784,2.5039431538887285,20.02518929556271,33.93984388535972,10.0,60.0,120.0,130.0
9785,sitio2_variante9785,1.6704233533696051,12.978367954307924,40.95862019050516,30.0,70.0,120.0,160.0
9786,sitio2_variante9786,2.7268048395096454,6.51186435052438,41.320719056578724,20.0,70.0,100.0,150.0
9787,sitio2_variante9787,3.375611056184657,10.82100201460526,65.21295155627928,10.0,80.0,110.0,130.0
9788,sitio2_variante9788,3.4345435014058063,10.087234055887766,40.57126256613529,10.0,70.0,90.0,140.0
9789,sitio2_variante9789,3.0849695707419,10.841064027177145,44.869994598438794,10.0,80.0,100.0,130.0
9790,sitio2_variante9790,2.351130916466185,6.561516687232696,47.47313060570481,40.0,70.0,110.0,160.0
9791,sitio2_variante9791,1.7755154155166841,19.999597635751186,36.8825871741385,40.0,50.0,120.0,140.0
9792,sitio2_variante9792,2.588653987818464,22.675481675419206,53.153665603352685,40.0,80.0,110.0,140.0
9793,sitio2_variante9793,2.7523908782201456,5.294394876129811,39.618842642830806,20.0,60.0,110.0,160.0
9794,sitio2_variante9794,1.7400774331098656,15.677901753584159,61.599626251293515,40.0,50.0,110.0,150.0
9795,sitio2_variante9795,2.7710140437203004,7.256997828000689,59.9065738965383,30.0,60.0,120.0,160.0
9796,sitio2_variante9796,2.452093226444736,8.53274541411507,33.231736694996314,10.0,80.0,90.0,140.0
9797,sitio2_variante9797,1.4765677756833253,18.571235944936085,45.32549230908227,40.0,50.0,100.0,160.0
9798,sitio2_variante9798,2.220767742445745,14.589715878312683,58.91040570397269,30.0,70.0,100.0,140.0
9799,sitio2_variante9799,1.6754460537187983,18.761124658254296,38.218766173454924,20.0,60.0,110.0,160.0
9800,sitio2_variante9800,2.958601407154392,14.920597154350682,42.97936348033233,40.0,80.0,120.0,160.0
9801,sitio2_variante9801,1.4377846980574838,10.356364044234068,56.081412771128896,30.0,70.0,120.0,160.0
9802,sitio2_variante9802,1.4844564901619424,14.94476131723446,45.04371717344766,10.0,50.0,90.0,160.0
9803,sitio2_variante9803,3.3547270036689936,21.060630406064625,37.08026361739238,20.0,70.0,110.0,130.0
9804,sitio2_variante9804,2.9662186747185837,12.359067592197537,58.81116761582828,40.0,70.0,90.0,130.0
9805,sitio2_variante9805,2.849987405478749,22.20393361987235,62.014151963872656,30.0,60.0,120.0,140.0
9806,sitio2_variante9806,1.4886600887680441,11.385712293666,36.66535424635786,20.0,80.0,100.0,150.0
9807,sitio2_variante9807,2.994515786467405,18.84810927559068,50.983306484895536,10.0,60.0,110.0,150.0
9808,sitio2_variante9808,1.5785608429190146,12.409117007462937,38.13269486657653,30.0,70.0,110.0,150.0
9809,sitio2_variante9809,3.1369560116667152,12.607000855125715,42.09772388819455,40.0,50.0,90.0,130.0
9810,sitio2_variante9810,1.741998377784891,22.092959636980694,33.76318752198649,40.0,60.0,120.0,150.0
9811,sitio2_variante9811,2.5687987857556784,10.98270627326838,41.23290476145367,10.0,70.0,110.0,130.0
9812,sitio2_variante9812,1.3869141910398564,20.005870061282685,47.320948010465635,30.0,80.0,110.0,130.0
9813,sitio2_variante9813,2.7141640177856816,15.808646921141595,45.85581202955342,40.0,50.0,90.0,160.0
9814,sitio2_variante9814,1.5082844821020633,5.750340956177742,39.88646180711996,30.0,80.0,120.0,160.0
9815,sitio2_variante9815,1.8104228264802473,12.05226314746427,58.3905956833618,10.0,50.0,90.0,150.0
9816,sitio2_variante9816,2.8234702627052712,5.532871360233537,48.68311090926082,20.0,60.0,90.0,160.0
9817,sitio2_variante9817,3.1608998913349886,19.228977058757515,48.93223994598223,20.0,50.0,120.0,130.0
9818,sitio2_variante9818,1.5840240342735874,13.254227830588345,63.56312877884389,20.0,70.0,90.0,150.0
9819,sitio2_variante9819,2.024847223650121,4.686053480430985,35.01124781684583,20.0,50.0,100.0,130.0
9820,sitio2_variante9820,1.8886639133205088,10.257285687833335,57.07058559523827,20.0,80.0,110.0,140.0
9821,sitio2_variante9821,2.946822358109226,14.330641134922857,39.63709145546663,10.0,60.0,100.0,160.0
9822,sitio2_variante9822,2.712880616770579,19.942098524103173,58.79753385909828,20.0,60.0,120.0,150.0
9823,sitio2_variante9823,1.7145741327893136,7.535636675332908,63.73219094266995,30.0,70.0,90.0,130.0
9824,sitio2_variante9824,3.4041640339434043,9.255232374438231,60.23168999707974,30.0,70.0,120.0,150.0
9825,sitio2_variante9825,2.6317486960808205,6.860331804189305,50.47480949660084,30.0,70.0,110.0,130.0
9826,sitio2_variante9826,1.4540406461629922,13.824395097938162,35.74523931712619,10.0,50.0,90.0,150.0
9827,sitio2_variante9827,1.4911345650597885,7.198939493757971,33.321938437843386,30.0,70.0,90.0,130.0
9828,sitio2_variante9828,1.7020340150690176,18.701993576046682,58.531035898104136,30.0,70.0,120.0,160.0
9829,sitio2_variante9829,1.6486968868739384,12.607870663846565,60.91429743651677,20.0,70.0,120.0,130.0
9830,sitio2_variante9830,2.315251144884171,17.35660175183304,52.67672237964777,20.0,60.0,120.0,130.0
9831,sitio2_variante9831,2.2031115455023698,14.770540693586671,54.84016596882097,10.0,80.0,120.0,160.0
9832,sitio2_variante9832,2.7760632435739794,19.26050534748322,37.42788874126181,40.0,80.0,100.0,130.0
9833,sitio2_variante9833,2.8697519469974075,9.909311853379764,35.90985010054483,20.0,70.0,120.0,160.0
9834,sitio2_variante9834,3.2664264101416602,8.932958301346346,48.901576166098394,30.0,50.0,110.0,150.0
9835,sitio2_variante9835,2.949031979769539,9.135599155538616,62.41897454299634,30.0,50.0,110.0,140.0
9836,sitio2_variante9836,2.694300600439793,17.086008525384834,56.593868159935134,30.0,60.0,110.0,150.0
9837,sitio2_variante9837,2.486587744472682,8.1899193797037,32.010260418585055,30.0,80.0,110.0,130.0
9838,sitio2_variante9838,1.6242327890577863,9.853657956870949,37.56599602470541,40.0,70.0,100.0,160.0
9839,sitio2_variante9839,2.4118792549814367,4.580866267597425,57.63868762719943,30.0,70.0,90.0,150.0
9840,sitio2_variante9840,2.2565739004372567,20.244942175170152,36.379633744471036,10.0,50.0,110.0,160.0
9841,sitio2_variante9841,2.354229159499366,19.40286189472377,38.92773835650276,20.0,50.0,120.0,140.0
9842,sitio2_variante9842,3.3574851196089135,5.5131823133257996,47.806944492417415,30.0,60.0,110.0,150.0
9843,sitio2_variante9843,1.3506525080169476,7.281226505151357,46.80502826418319,30.0,80.0,110.0,150.0
